"","countyname","depth_to_water","town","date","ID","countycode","township","geometry","year","depth","lon","lat","sat","satcut"
"60","Edwards",-18.98,"KINSLEY SW",2010-10-12,374954099270701,47,0,c(-99.4554039, 37.8324972),"2010","71-0",-99.4554039,37.8324972,98.4680328,"66-131"
"61","Edwards",-18.89,"KINSLEY SW",2011-01-03,374954099270701,47,0,c(-99.4554039, 37.8324972),"2011","71-0",-99.4554039,37.8324972,98.4680328,"66-131"
"62","Edwards",-18.95,"KINSLEY SW",2011-04-12,374954099270701,47,0,c(-99.4554039, 37.8324972),"2011","71-0",-99.4554039,37.8324972,98.4680328,"66-131"
"63","Edwards",-21.35,"KINSLEY SW",2011-10-04,374954099270701,47,0,c(-99.4554039, 37.8324972),"2011","71-0",-99.4554039,37.8324972,98.4680328,"66-131"
"64","Edwards",-20.94,"KINSLEY SW",2012-01-11,374954099270701,47,0,c(-99.4554039, 37.8324972),"2012","71-0",-99.4554039,37.8324972,98.4680328,"66-131"
"65","Edwards",-20.93,"KINSLEY SW",2012-04-17,374954099270701,47,0,c(-99.4554039, 37.8324972),"2012","71-0",-99.4554039,37.8324972,98.4680328,"66-131"
"66","Edwards",-21.63,"KINSLEY SW",2013-01-25,374954099270701,47,0,c(-99.4554039, 37.8324972),"2013","71-0",-99.4554039,37.8324972,98.4680328,"66-131"
"67","Edwards",-7.38,"KINSLEY",1984-08-01,375329099260101,47,0,c(-99.433045, 37.892084),"1984","71-0",-99.433045,37.892084,73.5999146,"66-131"
"68","Edwards",-6.1,"KINSLEY",1985-01-15,375329099260101,47,0,c(-99.433045, 37.892084),"1985","71-0",-99.433045,37.892084,73.5999146,"66-131"
"69","Edwards",-6.55,"KINSLEY",1986-01-13,375329099260101,47,0,c(-99.433045, 37.892084),"1986","71-0",-99.433045,37.892084,73.5999146,"66-131"
"70","Edwards",-5.65,"KINSLEY",1987-01-12,375329099260101,47,0,c(-99.433045, 37.892084),"1987","71-0",-99.433045,37.892084,73.5999146,"66-131"
"71","Edwards",-3.9,"KINSLEY",1988-01-20,375329099260101,47,0,c(-99.433045, 37.892084),"1988","71-0",-99.433045,37.892084,73.5999146,"66-131"
"72","Edwards",-6.4,"KINSLEY",1989-01-17,375329099260101,47,0,c(-99.433045, 37.892084),"1989","71-0",-99.433045,37.892084,73.5999146,"66-131"
"73","Edwards",-5.8,"KINSLEY",1990-01-16,375329099260101,47,0,c(-99.433045, 37.892084),"1990","71-0",-99.433045,37.892084,73.5999146,"66-131"
"74","Edwards",-6.28,"KINSLEY",1991-01-13,375329099260101,47,0,c(-99.433045, 37.892084),"1991","71-0",-99.433045,37.892084,73.5999146,"66-131"
"75","Edwards",-8.3,"KINSLEY",1992-01-14,375329099260101,47,0,c(-99.433045, 37.892084),"1992","71-0",-99.433045,37.892084,73.5999146,"66-131"
"76","Edwards",-7.06,"KINSLEY",1993-01-27,375329099260101,47,0,c(-99.433045, 37.892084),"1993","71-0",-99.433045,37.892084,73.5999146,"66-131"
"77","Edwards",-5.5,"KINSLEY",1994-01-01,375329099260101,47,0,c(-99.433045, 37.892084),"1994","71-0",-99.433045,37.892084,73.5999146,"66-131"
"78","Edwards",-7.77,"KINSLEY",1995-01-25,375329099260101,47,0,c(-99.433045, 37.892084),"1995","71-0",-99.433045,37.892084,73.5999146,"66-131"
"79","Edwards",-6.06,"KINSLEY",1996-01-22,375329099260101,47,0,c(-99.433045, 37.892084),"1996","71-0",-99.433045,37.892084,73.5999146,"66-131"
"80","Edwards",-2.7,"KINSLEY",1997-01-01,375329099260101,47,0,c(-99.433045, 37.892084),"1997","71-0",-99.433045,37.892084,73.5999146,"66-131"
"81","Edwards",-2.69,"KINSLEY",1997-01-16,375329099260101,47,0,c(-99.433045, 37.892084),"1997","71-0",-99.433045,37.892084,73.5999146,"66-131"
"82","Edwards",-4.7,"KINSLEY",1997-09-01,375329099260101,47,0,c(-99.433045, 37.892084),"1997","71-0",-99.433045,37.892084,73.5999146,"66-131"
"83","Edwards",-2.53,"KINSLEY",1998-01-15,375329099260101,47,0,c(-99.433045, 37.892084),"1998","71-0",-99.433045,37.892084,73.5999146,"66-131"
"84","Edwards",-3.1,"KINSLEY",1998-04-01,375329099260101,47,0,c(-99.433045, 37.892084),"1998","71-0",-99.433045,37.892084,73.5999146,"66-131"
"85","Edwards",-4.11,"KINSLEY",1999-01-14,375329099260101,47,0,c(-99.433045, 37.892084),"1999","71-0",-99.433045,37.892084,73.5999146,"66-131"
"86","Edwards",-3.4,"KINSLEY",1999-05-01,375329099260101,47,0,c(-99.433045, 37.892084),"1999","71-0",-99.433045,37.892084,73.5999146,"66-131"
"87","Edwards",-4.7,"KINSLEY",1999-09-01,375329099260101,47,0,c(-99.433045, 37.892084),"1999","71-0",-99.433045,37.892084,73.5999146,"66-131"
"88","Edwards",-4.59,"KINSLEY",2000-01-13,375329099260101,47,0,c(-99.433045, 37.892084),"2000","71-0",-99.433045,37.892084,73.5999146,"66-131"
"89","Edwards",-3.95,"KINSLEY",2000-04-01,375329099260101,47,0,c(-99.433045, 37.892084),"2000","71-0",-99.433045,37.892084,73.5999146,"66-131"
"90","Edwards",-8.98,"KINSLEY",2000-07-01,375329099260101,47,0,c(-99.433045, 37.892084),"2000","71-0",-99.433045,37.892084,73.5999146,"66-131"
"91","Edwards",-5.42,"KINSLEY",2001-01-11,375329099260101,47,0,c(-99.433045, 37.892084),"2001","71-0",-99.433045,37.892084,73.5999146,"66-131"
"92","Edwards",-4.87,"KINSLEY",2001-04-01,375329099260101,47,0,c(-99.433045, 37.892084),"2001","71-0",-99.433045,37.892084,73.5999146,"66-131"
"93","Edwards",-10.22,"KINSLEY",2001-07-01,375329099260101,47,0,c(-99.433045, 37.892084),"2001","71-0",-99.433045,37.892084,73.5999146,"66-131"
"94","Edwards",-8.82,"KINSLEY",2001-09-01,375329099260101,47,0,c(-99.433045, 37.892084),"2001","71-0",-99.433045,37.892084,73.5999146,"66-131"
"95","Edwards",-6.8,"KINSLEY",2002-01-07,375329099260101,47,0,c(-99.433045, 37.892084),"2002","71-0",-99.433045,37.892084,73.5999146,"66-131"
"96","Edwards",-6.36,"KINSLEY",2002-03-01,375329099260101,47,0,c(-99.433045, 37.892084),"2002","71-0",-99.433045,37.892084,73.5999146,"66-131"
"97","Edwards",-10.02,"KINSLEY",2002-09-01,375329099260101,47,0,c(-99.433045, 37.892084),"2002","71-0",-99.433045,37.892084,73.5999146,"66-131"
"98","Edwards",-8.15,"KINSLEY",2003-01-08,375329099260101,47,0,c(-99.433045, 37.892084),"2003","71-0",-99.433045,37.892084,73.5999146,"66-131"
"99","Edwards",-7.94,"KINSLEY",2003-04-01,375329099260101,47,0,c(-99.433045, 37.892084),"2003","71-0",-99.433045,37.892084,73.5999146,"66-131"
"100","Edwards",-11.69,"KINSLEY",2003-10-01,375329099260101,47,0,c(-99.433045, 37.892084),"2003","71-0",-99.433045,37.892084,73.5999146,"66-131"
"101","Edwards",-8.3,"KINSLEY",2004-01-08,375329099260101,47,0,c(-99.433045, 37.892084),"2004","71-0",-99.433045,37.892084,73.5999146,"66-131"
"102","Edwards",-9.36,"KINSLEY",2004-04-01,375329099260101,47,0,c(-99.433045, 37.892084),"2004","71-0",-99.433045,37.892084,73.5999146,"66-131"
"103","Edwards",-9.15,"KINSLEY",2004-10-18,375329099260101,47,0,c(-99.433045, 37.892084),"2004","71-0",-99.433045,37.892084,73.5999146,"66-131"
"104","Edwards",-8.21,"KINSLEY",2005-01-12,375329099260101,47,0,c(-99.433045, 37.892084),"2005","71-0",-99.433045,37.892084,73.5999146,"66-131"
"105","Edwards",-7.79,"KINSLEY",2005-04-19,375329099260101,47,0,c(-99.433045, 37.892084),"2005","71-0",-99.433045,37.892084,73.5999146,"66-131"
"106","Edwards",-9.54,"KINSLEY",2005-10-18,375329099260101,47,0,c(-99.433045, 37.892084),"2005","71-0",-99.433045,37.892084,73.5999146,"66-131"
"107","Edwards",-8.7,"KINSLEY",2006-01-10,375329099260101,47,0,c(-99.433045, 37.892084),"2006","71-0",-99.433045,37.892084,73.5999146,"66-131"
"108","Edwards",-8.67,"KINSLEY",2006-04-04,375329099260101,47,0,c(-99.433045, 37.892084),"2006","71-0",-99.433045,37.892084,73.5999146,"66-131"
"109","Edwards",-8.07,"KINSLEY",2006-10-23,375329099260101,47,0,c(-99.433045, 37.892084),"2006","71-0",-99.433045,37.892084,73.5999146,"66-131"
"110","Edwards",-7.6,"KINSLEY",2007-01-05,375329099260101,47,0,c(-99.433045, 37.892084),"2007","71-0",-99.433045,37.892084,73.5999146,"66-131"
"111","Edwards",-6.14,"KINSLEY",2007-04-02,375329099260101,47,0,c(-99.433045, 37.892084),"2007","71-0",-99.433045,37.892084,73.5999146,"66-131"
"112","Edwards",-6.54,"KINSLEY",2007-10-02,375329099260101,47,0,c(-99.433045, 37.892084),"2007","71-0",-99.433045,37.892084,73.5999146,"66-131"
"113","Edwards",-5.45,"KINSLEY",2008-01-07,375329099260101,47,0,c(-99.433045, 37.892084),"2008","71-0",-99.433045,37.892084,73.5999146,"66-131"
"114","Edwards",-5.47,"KINSLEY",2008-04-01,375329099260101,47,0,c(-99.433045, 37.892084),"2008","71-0",-99.433045,37.892084,73.5999146,"66-131"
"115","Edwards",-5.54,"KINSLEY",2008-11-04,375329099260101,47,0,c(-99.433045, 37.892084),"2008","71-0",-99.433045,37.892084,73.5999146,"66-131"
"116","Edwards",-5.22,"KINSLEY",2009-01-08,375329099260101,47,0,c(-99.433045, 37.892084),"2009","71-0",-99.433045,37.892084,73.5999146,"66-131"
"117","Edwards",-5.44,"KINSLEY",2009-04-07,375329099260101,47,0,c(-99.433045, 37.892084),"2009","71-0",-99.433045,37.892084,73.5999146,"66-131"
"118","Edwards",-6.47,"KINSLEY",2009-11-05,375329099260101,47,0,c(-99.433045, 37.892084),"2009","71-0",-99.433045,37.892084,73.5999146,"66-131"
"119","Edwards",-6.09,"KINSLEY",2010-01-12,375329099260101,47,0,c(-99.433045, 37.892084),"2010","71-0",-99.433045,37.892084,73.5999146,"66-131"
"120","Edwards",-5.92,"KINSLEY",2010-04-14,375329099260101,47,0,c(-99.433045, 37.892084),"2010","71-0",-99.433045,37.892084,73.5999146,"66-131"
"121","Edwards",-5.94,"KINSLEY",2010-10-13,375329099260101,47,0,c(-99.433045, 37.892084),"2010","71-0",-99.433045,37.892084,73.5999146,"66-131"
"122","Edwards",-5.65,"KINSLEY",2011-01-04,375329099260101,47,0,c(-99.433045, 37.892084),"2011","71-0",-99.433045,37.892084,73.5999146,"66-131"
"123","Edwards",-6.52,"KINSLEY",2011-04-12,375329099260101,47,0,c(-99.433045, 37.892084),"2011","71-0",-99.433045,37.892084,73.5999146,"66-131"
"124","Edwards",-9.2,"KINSLEY",2011-10-04,375329099260101,47,0,c(-99.433045, 37.892084),"2011","71-0",-99.433045,37.892084,73.5999146,"66-131"
"125","Edwards",-8.09,"KINSLEY",2012-01-11,375329099260101,47,0,c(-99.433045, 37.892084),"2012","71-0",-99.433045,37.892084,73.5999146,"66-131"
"126","Edwards",-7.4,"KINSLEY",2012-04-17,375329099260101,47,0,c(-99.433045, 37.892084),"2012","71-0",-99.433045,37.892084,73.5999146,"66-131"
"127","Edwards",-9.78,"KINSLEY",2012-10-16,375329099260101,47,0,c(-99.433045, 37.892084),"2012","71-0",-99.433045,37.892084,73.5999146,"66-131"
"128","Edwards",-9.03,"KINSLEY",2013-01-24,375329099260101,47,0,c(-99.433045, 37.892084),"2013","71-0",-99.433045,37.892084,73.5999146,"66-131"
"129","Edwards",-8.71,"KINSLEY",2013-04-30,375329099260101,47,0,c(-99.433045, 37.892084),"2013","71-0",-99.433045,37.892084,73.5999146,"66-131"
"130","Edwards",-9.15,"KINSLEY",2013-10-07,375329099260101,47,0,c(-99.433045, 37.892084),"2013","71-0",-99.433045,37.892084,73.5999146,"66-131"
"131","Edwards",-8.24,"KINSLEY",2014-01-13,375329099260101,47,0,c(-99.433045, 37.892084),"2014","71-0",-99.433045,37.892084,73.5999146,"66-131"
"132","Edwards",-8.29,"KINSLEY",2014-04-22,375329099260101,47,0,c(-99.433045, 37.892084),"2014","71-0",-99.433045,37.892084,73.5999146,"66-131"
"133","Edwards",-8.77,"KINSLEY",2015-01-12,375329099260101,47,0,c(-99.433045, 37.892084),"2015","71-0",-99.433045,37.892084,73.5999146,"66-131"
"134","Edwards",-9.03,"KINSLEY",2015-04-08,375329099260101,47,0,c(-99.433045, 37.892084),"2015","71-0",-99.433045,37.892084,73.5999146,"66-131"
"135","Edwards",-11.89,"KINSLEY",2015-10-20,375329099260101,47,0,c(-99.433045, 37.892084),"2015","71-0",-99.433045,37.892084,73.5999146,"66-131"
"136","Edwards",-9.24,"KINSLEY",2016-01-05,375329099260101,47,0,c(-99.433045, 37.892084),"2016","71-0",-99.433045,37.892084,73.5999146,"66-131"
"137","Edwards",-9.17,"KINSLEY",2016-04-13,375329099260101,47,0,c(-99.433045, 37.892084),"2016","71-0",-99.433045,37.892084,73.5999146,"66-131"
"138","Edwards",-8.01,"KINSLEY",2016-10-28,375329099260101,47,0,c(-99.433045, 37.892084),"2016","71-0",-99.433045,37.892084,73.5999146,"66-131"
"139","Edwards",-7.75,"KINSLEY",2017-01-11,375329099260101,47,0,c(-99.433045, 37.892084),"2017","71-0",-99.433045,37.892084,73.5999146,"66-131"
"140","Edwards",-7.12,"KINSLEY",2017-04-11,375329099260101,47,0,c(-99.433045, 37.892084),"2017","71-0",-99.433045,37.892084,73.5999146,"66-131"
"141","Edwards",-6.32,"KINSLEY",2017-10-11,375329099260101,47,0,c(-99.433045, 37.892084),"2017","71-0",-99.433045,37.892084,73.5999146,"66-131"
"142","Edwards",-5.75,"KINSLEY",2018-01-23,375329099260101,47,0,c(-99.433045, 37.892084),"2018","71-0",-99.433045,37.892084,73.5999146,"66-131"
"143","Edwards",-5.68,"KINSLEY",2018-04-17,375329099260101,47,0,c(-99.433045, 37.892084),"2018","71-0",-99.433045,37.892084,73.5999146,"66-131"
"144","Edwards",-3.6,"KINSLEY",2018-11-06,375329099260101,47,0,c(-99.433045, 37.892084),"2018","71-0",-99.433045,37.892084,73.5999146,"66-131"
"145","Edwards",-3.29,"KINSLEY",2019-01-17,375329099260101,47,0,c(-99.433045, 37.892084),"2019","71-0",-99.433045,37.892084,73.5999146,"66-131"
"146","Edwards",-3.3,"KINSLEY",2019-04-17,375329099260101,47,0,c(-99.433045, 37.892084),"2019","71-0",-99.433045,37.892084,73.5999146,"66-131"
"147","Edwards",-4.91,"KINSLEY",2019-10-22,375329099260101,47,0,c(-99.433045, 37.892084),"2019","71-0",-99.433045,37.892084,73.5999146,"66-131"
"148","Edwards",-4.7,"KINSLEY",2020-01-07,375329099260101,47,0,c(-99.433045, 37.892084),"2020","71-0",-99.433045,37.892084,73.5999146,"66-131"
"149","Edwards",-5.23,"KINSLEY",2021-01-07,375329099260101,47,0,c(-99.433045, 37.892084),"2021","71-0",-99.433045,37.892084,73.5999146,"66-131"
"150","Edwards",-4.26,"KINSLEY",2021-04-13,375329099260101,47,0,c(-99.433045, 37.892084),"2021","71-0",-99.433045,37.892084,73.5999146,"66-131"
"151","Edwards",-6.48,"KINSLEY",2021-10-12,375329099260101,47,0,c(-99.433045, 37.892084),"2021","71-0",-99.433045,37.892084,73.5999146,"66-131"
"152","Edwards",-5.94,"KINSLEY",2022-01-12,375329099260101,47,0,c(-99.433045, 37.892084),"2022","71-0",-99.433045,37.892084,73.5999146,"66-131"
"153","Edwards",-6.94,"KINSLEY",2022-04-18,375329099260101,47,0,c(-99.433045, 37.892084),"2022","71-0",-99.433045,37.892084,73.5999146,"66-131"
"154","Edwards",-9.41,"KINSLEY",2022-10-11,375329099260101,47,0,c(-99.433045, 37.892084),"2022","71-0",-99.433045,37.892084,73.5999146,"66-131"
"155","Edwards",-8.14,"KINSLEY",2023-01-19,375329099260101,47,0,c(-99.433045, 37.892084),"2023","71-0",-99.433045,37.892084,73.5999146,"66-131"
"156","Edwards",-8.86,"KINSLEY",2023-04-17,375329099260101,47,0,c(-99.433045, 37.892084),"2023","71-0",-99.433045,37.892084,73.5999146,"66-131"
"157","Edwards",-9.29,"KINSLEY",2024-01-16,375329099260101,47,0,c(-99.433045, 37.892084),"2024","71-0",-99.433045,37.892084,73.5999146,"66-131"
"158","Edwards",-9.08,"KINSLEY",2024-04-09,375329099260101,47,0,c(-99.433045, 37.892084),"2024","71-0",-99.433045,37.892084,73.5999146,"66-131"
"159","Edwards",-12,"KINSLEY",2024-10-03,375329099260101,47,0,c(-99.433045, 37.892084),"2024","71-0",-99.433045,37.892084,73.5999146,"66-131"
"160","Edwards",-6.99,"KINSLEY",2024-12-30,375329099260101,47,0,c(-99.433045, 37.892084),"2024","71-0",-99.433045,37.892084,73.5999146,"66-131"
"161","Edwards",-6.69,"KINSLEY",2025-04-10,375329099260101,47,0,c(-99.433045, 37.892084),"2025","71-0",-99.433045,37.892084,73.5999146,"66-131"
"162","Edwards",-5.7,"KINSLEY",2025-10-02,375329099260101,47,0,c(-99.433045, 37.892084),"2025","71-0",-99.433045,37.892084,73.5999146,"66-131"
