"","countyname","depth_to_water","town","date","ID","countycode","township","geometry","year","depth","lon","lat","sat","satcut"
"24","Cherokee",-206.76,"COLUMBUS",1951-10-25,371428094493801,21,0,c(-94.828469, 37.241681),"1951","215-144",-94.828469,37.241681,NA,NA
"25","Cherokee",-205.97,"COLUMBUS",1951-12-28,371428094493801,21,0,c(-94.828469, 37.241681),"1951","215-144",-94.828469,37.241681,NA,NA
"26","Cherokee",-203.25,"COLUMBUS",1952-02-29,371428094493801,21,0,c(-94.828469, 37.241681),"1952","215-144",-94.828469,37.241681,NA,NA
"27","Cherokee",-203.28,"COLUMBUS",1952-03-28,371428094493801,21,0,c(-94.828469, 37.241681),"1952","215-144",-94.828469,37.241681,NA,NA
"28","Cherokee",-203.21,"COLUMBUS",1952-05-02,371428094493801,21,0,c(-94.828469, 37.241681),"1952","215-144",-94.828469,37.241681,NA,NA
"29","Cherokee",-203.4,"COLUMBUS",1952-06-13,371428094493801,21,0,c(-94.828469, 37.241681),"1952","215-144",-94.828469,37.241681,NA,NA
"30","Cherokee",-204.24,"COLUMBUS",1952-06-30,371428094493801,21,0,c(-94.828469, 37.241681),"1952","215-144",-94.828469,37.241681,NA,NA
"31","Cherokee",-204.2,"COLUMBUS",1952-08-30,371428094493801,21,0,c(-94.828469, 37.241681),"1952","215-144",-94.828469,37.241681,NA,NA
"32","Cherokee",-205.38,"COLUMBUS",1952-10-03,371428094493801,21,0,c(-94.828469, 37.241681),"1952","215-144",-94.828469,37.241681,NA,NA
"33","Cherokee",-203.98,"COLUMBUS",1952-11-28,371428094493801,21,0,c(-94.828469, 37.241681),"1952","215-144",-94.828469,37.241681,NA,NA
"34","Cherokee",-204.03,"COLUMBUS",1952-12-31,371428094493801,21,0,c(-94.828469, 37.241681),"1952","215-144",-94.828469,37.241681,NA,NA
"35","Cherokee",-206.55,"COLUMBUS",1953-01-28,371428094493801,21,0,c(-94.828469, 37.241681),"1953","215-144",-94.828469,37.241681,NA,NA
"36","Cherokee",-206.75,"COLUMBUS",1953-03-26,371428094493801,21,0,c(-94.828469, 37.241681),"1953","215-144",-94.828469,37.241681,NA,NA
"37","Cherokee",-207.3,"COLUMBUS",1953-05-29,371428094493801,21,0,c(-94.828469, 37.241681),"1953","215-144",-94.828469,37.241681,NA,NA
"38","Cherokee",-207.75,"COLUMBUS",1953-06-30,371428094493801,21,0,c(-94.828469, 37.241681),"1953","215-144",-94.828469,37.241681,NA,NA
"39","Cherokee",-207.45,"COLUMBUS",1953-07-31,371428094493801,21,0,c(-94.828469, 37.241681),"1953","215-144",-94.828469,37.241681,NA,NA
"40","Cherokee",-208.1,"COLUMBUS",1953-09-05,371428094493801,21,0,c(-94.828469, 37.241681),"1953","215-144",-94.828469,37.241681,NA,NA
"41","Cherokee",-207.15,"COLUMBUS",1953-09-30,371428094493801,21,0,c(-94.828469, 37.241681),"1953","215-144",-94.828469,37.241681,NA,NA
"42","Cherokee",-207.5,"COLUMBUS",1953-11-02,371428094493801,21,0,c(-94.828469, 37.241681),"1953","215-144",-94.828469,37.241681,NA,NA
"43","Cherokee",-207.45,"COLUMBUS",1953-11-30,371428094493801,21,0,c(-94.828469, 37.241681),"1953","215-144",-94.828469,37.241681,NA,NA
"44","Cherokee",-207.45,"COLUMBUS",1953-12-30,371428094493801,21,0,c(-94.828469, 37.241681),"1953","215-144",-94.828469,37.241681,NA,NA
"45","Cherokee",-207.53,"COLUMBUS",1954-01-29,371428094493801,21,0,c(-94.828469, 37.241681),"1954","215-144",-94.828469,37.241681,NA,NA
"46","Cherokee",-207.25,"COLUMBUS",1954-03-02,371428094493801,21,0,c(-94.828469, 37.241681),"1954","215-144",-94.828469,37.241681,NA,NA
"47","Cherokee",-207.5,"COLUMBUS",1954-04-02,371428094493801,21,0,c(-94.828469, 37.241681),"1954","215-144",-94.828469,37.241681,NA,NA
"48","Cherokee",-207.35,"COLUMBUS",1954-05-28,371428094493801,21,0,c(-94.828469, 37.241681),"1954","215-144",-94.828469,37.241681,NA,NA
"49","Cherokee",-208.85,"COLUMBUS",1954-06-30,371428094493801,21,0,c(-94.828469, 37.241681),"1954","215-144",-94.828469,37.241681,NA,NA
"50","Cherokee",-208.7,"COLUMBUS",1954-08-03,371428094493801,21,0,c(-94.828469, 37.241681),"1954","215-144",-94.828469,37.241681,NA,NA
"51","Cherokee",-208.6,"COLUMBUS",1954-08-31,371428094493801,21,0,c(-94.828469, 37.241681),"1954","215-144",-94.828469,37.241681,NA,NA
"52","Cherokee",-208.65,"COLUMBUS",1954-09-30,371428094493801,21,0,c(-94.828469, 37.241681),"1954","215-144",-94.828469,37.241681,NA,NA
"53","Cherokee",-208.55,"COLUMBUS",1954-10-29,371428094493801,21,0,c(-94.828469, 37.241681),"1954","215-144",-94.828469,37.241681,NA,NA
"54","Cherokee",-208.45,"COLUMBUS",1954-11-30,371428094493801,21,0,c(-94.828469, 37.241681),"1954","215-144",-94.828469,37.241681,NA,NA
"55","Cherokee",-208.45,"COLUMBUS",1954-12-31,371428094493801,21,0,c(-94.828469, 37.241681),"1954","215-144",-94.828469,37.241681,NA,NA
"56","Cherokee",-208.35,"COLUMBUS",1955-01-31,371428094493801,21,0,c(-94.828469, 37.241681),"1955","215-144",-94.828469,37.241681,NA,NA
"57","Cherokee",-208.5,"COLUMBUS",1955-02-28,371428094493801,21,0,c(-94.828469, 37.241681),"1955","215-144",-94.828469,37.241681,NA,NA
"58","Cherokee",-209.02,"COLUMBUS",1955-03-31,371428094493801,21,0,c(-94.828469, 37.241681),"1955","215-144",-94.828469,37.241681,NA,NA
"59","Cherokee",-209.2,"COLUMBUS",1955-05-01,371428094493801,21,0,c(-94.828469, 37.241681),"1955","215-144",-94.828469,37.241681,NA,NA
"60","Cherokee",-209.6,"COLUMBUS",1955-05-31,371428094493801,21,0,c(-94.828469, 37.241681),"1955","215-144",-94.828469,37.241681,NA,NA
"61","Cherokee",-209.29,"COLUMBUS",1955-06-30,371428094493801,21,0,c(-94.828469, 37.241681),"1955","215-144",-94.828469,37.241681,NA,NA
"62","Cherokee",-210.37,"COLUMBUS",1955-07-30,371428094493801,21,0,c(-94.828469, 37.241681),"1955","215-144",-94.828469,37.241681,NA,NA
"63","Cherokee",-210.32,"COLUMBUS",1955-08-30,371428094493801,21,0,c(-94.828469, 37.241681),"1955","215-144",-94.828469,37.241681,NA,NA
"64","Cherokee",-209.95,"COLUMBUS",1955-09-30,371428094493801,21,0,c(-94.828469, 37.241681),"1955","215-144",-94.828469,37.241681,NA,NA
"65","Cherokee",-208.95,"COLUMBUS",1955-10-31,371428094493801,21,0,c(-94.828469, 37.241681),"1955","215-144",-94.828469,37.241681,NA,NA
"66","Cherokee",-209.63,"COLUMBUS",1955-11-30,371428094493801,21,0,c(-94.828469, 37.241681),"1955","215-144",-94.828469,37.241681,NA,NA
"67","Cherokee",-209.7,"COLUMBUS",1955-12-30,371428094493801,21,0,c(-94.828469, 37.241681),"1955","215-144",-94.828469,37.241681,NA,NA
"68","Cherokee",-209.35,"COLUMBUS",1956-01-30,371428094493801,21,0,c(-94.828469, 37.241681),"1956","215-144",-94.828469,37.241681,NA,NA
"69","Cherokee",-209.35,"COLUMBUS",1956-02-29,371428094493801,21,0,c(-94.828469, 37.241681),"1956","215-144",-94.828469,37.241681,NA,NA
"70","Cherokee",-209.7,"COLUMBUS",1956-03-30,371428094493801,21,0,c(-94.828469, 37.241681),"1956","215-144",-94.828469,37.241681,NA,NA
"71","Cherokee",-209.65,"COLUMBUS",1956-04-30,371428094493801,21,0,c(-94.828469, 37.241681),"1956","215-144",-94.828469,37.241681,NA,NA
"72","Cherokee",-209.95,"COLUMBUS",1956-05-31,371428094493801,21,0,c(-94.828469, 37.241681),"1956","215-144",-94.828469,37.241681,NA,NA
"73","Cherokee",-210.3,"COLUMBUS",1956-06-29,371428094493801,21,0,c(-94.828469, 37.241681),"1956","215-144",-94.828469,37.241681,NA,NA
"74","Cherokee",-210.4,"COLUMBUS",1956-07-13,371428094493801,21,0,c(-94.828469, 37.241681),"1956","215-144",-94.828469,37.241681,NA,NA
"75","Cherokee",-210.28,"COLUMBUS",1956-07-31,371428094493801,21,0,c(-94.828469, 37.241681),"1956","215-144",-94.828469,37.241681,NA,NA
"76","Cherokee",-210.76,"COLUMBUS",1956-08-29,371428094493801,21,0,c(-94.828469, 37.241681),"1956","215-144",-94.828469,37.241681,NA,NA
"77","Cherokee",-210.93,"COLUMBUS",1956-09-29,371428094493801,21,0,c(-94.828469, 37.241681),"1956","215-144",-94.828469,37.241681,NA,NA
"78","Cherokee",-210.7,"COLUMBUS",1956-11-05,371428094493801,21,0,c(-94.828469, 37.241681),"1956","215-144",-94.828469,37.241681,NA,NA
"79","Cherokee",-210.91,"COLUMBUS",1956-11-30,371428094493801,21,0,c(-94.828469, 37.241681),"1956","215-144",-94.828469,37.241681,NA,NA
"80","Cherokee",-210.94,"COLUMBUS",1956-12-03,371428094493801,21,0,c(-94.828469, 37.241681),"1956","215-144",-94.828469,37.241681,NA,NA
"81","Cherokee",-208.59,"COLUMBUS",1957-01-03,371428094493801,21,0,c(-94.828469, 37.241681),"1957","215-144",-94.828469,37.241681,NA,NA
"82","Cherokee",-209.02,"COLUMBUS",1957-02-05,371428094493801,21,0,c(-94.828469, 37.241681),"1957","215-144",-94.828469,37.241681,NA,NA
"83","Cherokee",-209,"COLUMBUS",1957-02-28,371428094493801,21,0,c(-94.828469, 37.241681),"1957","215-144",-94.828469,37.241681,NA,NA
"84","Cherokee",-209.04,"COLUMBUS",1957-04-03,371428094493801,21,0,c(-94.828469, 37.241681),"1957","215-144",-94.828469,37.241681,NA,NA
"85","Cherokee",-209.05,"COLUMBUS",1957-05-01,371428094493801,21,0,c(-94.828469, 37.241681),"1957","215-144",-94.828469,37.241681,NA,NA
"86","Cherokee",-209.05,"COLUMBUS",1957-06-05,371428094493801,21,0,c(-94.828469, 37.241681),"1957","215-144",-94.828469,37.241681,NA,NA
"87","Cherokee",-209,"COLUMBUS",1957-07-01,371428094493801,21,0,c(-94.828469, 37.241681),"1957","215-144",-94.828469,37.241681,NA,NA
"88","Cherokee",-209.04,"COLUMBUS",1957-08-02,371428094493801,21,0,c(-94.828469, 37.241681),"1957","215-144",-94.828469,37.241681,NA,NA
"89","Cherokee",-209,"COLUMBUS",1957-09-03,371428094493801,21,0,c(-94.828469, 37.241681),"1957","215-144",-94.828469,37.241681,NA,NA
"90","Cherokee",-209.05,"COLUMBUS",1957-10-02,371428094493801,21,0,c(-94.828469, 37.241681),"1957","215-144",-94.828469,37.241681,NA,NA
"91","Cherokee",-209.15,"COLUMBUS",1957-11-01,371428094493801,21,0,c(-94.828469, 37.241681),"1957","215-144",-94.828469,37.241681,NA,NA
"92","Cherokee",-209.1,"COLUMBUS",1957-12-02,371428094493801,21,0,c(-94.828469, 37.241681),"1957","215-144",-94.828469,37.241681,NA,NA
"93","Cherokee",-211.33,"COLUMBUS",1960-05-06,371428094493801,21,0,c(-94.828469, 37.241681),"1960","215-144",-94.828469,37.241681,NA,NA
"94","Cherokee",-212.35,"COLUMBUS",1960-12-27,371428094493801,21,0,c(-94.828469, 37.241681),"1960","215-144",-94.828469,37.241681,NA,NA
"95","Cherokee",-212.77,"COLUMBUS",1961-07-06,371428094493801,21,0,c(-94.828469, 37.241681),"1961","215-144",-94.828469,37.241681,NA,NA
"96","Cherokee",-212.22,"COLUMBUS",1962-04-03,371428094493801,21,0,c(-94.828469, 37.241681),"1962","215-144",-94.828469,37.241681,NA,NA
"97","Cherokee",-211.73,"COLUMBUS",1962-10-19,371428094493801,21,0,c(-94.828469, 37.241681),"1962","215-144",-94.828469,37.241681,NA,NA
"98","Cherokee",-214.92,"COLUMBUS",1963-04-12,371428094493801,21,0,c(-94.828469, 37.241681),"1963","215-144",-94.828469,37.241681,NA,NA
"99","Cherokee",-207.55,"COLUMBUS",1963-11-06,371428094493801,21,0,c(-94.828469, 37.241681),"1963","215-144",-94.828469,37.241681,NA,NA
"100","Cherokee",-215.45,"COLUMBUS",1964-06-09,371428094493801,21,0,c(-94.828469, 37.241681),"1964","215-144",-94.828469,37.241681,NA,NA
"101","Cherokee",-214.36,"COLUMBUS",1965-05-04,371428094493801,21,0,c(-94.828469, 37.241681),"1965","215-144",-94.828469,37.241681,NA,NA
"102","Cherokee",-221.7,"COLUMBUS",1965-10-27,371428094493801,21,0,c(-94.828469, 37.241681),"1965","287-216",-94.828469,37.241681,NA,NA
"103","Cherokee",-189,NA,1935-09-01,371713094552101,21,0,c(-94.923932, 37.288159),"1935","215-144",-94.923932,37.288159,NA,NA
"104","Cherokee",-225.7,NA,1979-09-24,371713094552101,21,0,c(-94.923932, 37.288159),"1979","287-216",-94.923932,37.288159,NA,NA
"105","Cherokee",-229.5,NA,1980-05-12,371713094552101,21,0,c(-94.923932, 37.288159),"1980","287-216",-94.923932,37.288159,NA,NA
"106","Cherokee",-234.12,"COLUMBUS",2004-05-25,371408094484301,21,0,c(-94.813531, 37.236791),"2004","287-216",-94.813531,37.236791,NA,NA
"107","Cherokee",-239.71,"COLUMBUS",2004-12-07,371408094484301,21,0,c(-94.813531, 37.236791),"2004","287-216",-94.813531,37.236791,NA,NA
"108","Cherokee",-239.4,"COLUMBUS",2005-09-01,371408094484301,21,0,c(-94.813531, 37.236791),"2005","287-216",-94.813531,37.236791,NA,NA
"109","Cherokee",-242.05,"COLUMBUS",2005-12-01,371408094484301,21,0,c(-94.813531, 37.236791),"2005","287-216",-94.813531,37.236791,NA,NA
"110","Cherokee",-237.58,"COLUMBUS",2006-03-21,371408094484301,21,0,c(-94.813531, 37.236791),"2006","287-216",-94.813531,37.236791,NA,NA
"111","Cherokee",-239.14,"COLUMBUS",2006-06-01,371408094484301,21,0,c(-94.813531, 37.236791),"2006","287-216",-94.813531,37.236791,NA,NA
"112","Cherokee",-234.83,"COLUMBUS",2006-09-20,371408094484301,21,0,c(-94.813531, 37.236791),"2006","287-216",-94.813531,37.236791,NA,NA
"113","Cherokee",-242.07,"COLUMBUS",2006-12-12,371408094484301,21,0,c(-94.813531, 37.236791),"2006","287-216",-94.813531,37.236791,NA,NA
"114","Cherokee",-242.76,"COLUMBUS",2007-03-15,371408094484301,21,0,c(-94.813531, 37.236791),"2007","287-216",-94.813531,37.236791,NA,NA
"115","Cherokee",-237.1,"COLUMBUS",2007-06-14,371408094484301,21,0,c(-94.813531, 37.236791),"2007","287-216",-94.813531,37.236791,NA,NA
"116","Cherokee",-240.68,"COLUMBUS",2007-09-13,371408094484301,21,0,c(-94.813531, 37.236791),"2007","287-216",-94.813531,37.236791,NA,NA
"117","Cherokee",-236.02,"COLUMBUS",2007-12-20,371408094484301,21,0,c(-94.813531, 37.236791),"2007","287-216",-94.813531,37.236791,NA,NA
"118","Cherokee",-235.72,"COLUMBUS",2008-03-12,371408094484301,21,0,c(-94.813531, 37.236791),"2008","287-216",-94.813531,37.236791,NA,NA
"119","Cherokee",-233.8,"COLUMBUS",2008-06-10,371408094484301,21,0,c(-94.813531, 37.236791),"2008","287-216",-94.813531,37.236791,NA,NA
"120","Cherokee",-232.8,"COLUMBUS",2008-09-10,371408094484301,21,0,c(-94.813531, 37.236791),"2008","287-216",-94.813531,37.236791,NA,NA
"121","Cherokee",-232.67,"COLUMBUS",2008-12-09,371408094484301,21,0,c(-94.813531, 37.236791),"2008","287-216",-94.813531,37.236791,NA,NA
"122","Cherokee",-230.78,"COLUMBUS",2009-03-10,371408094484301,21,0,c(-94.813531, 37.236791),"2009","287-216",-94.813531,37.236791,NA,NA
"123","Cherokee",-233.04,"COLUMBUS",2009-06-09,371408094484301,21,0,c(-94.813531, 37.236791),"2009","287-216",-94.813531,37.236791,NA,NA
"124","Cherokee",-231.03,"COLUMBUS",2009-09-10,371408094484301,21,0,c(-94.813531, 37.236791),"2009","287-216",-94.813531,37.236791,NA,NA
"125","Cherokee",-234.08,"COLUMBUS",2009-12-07,371408094484301,21,0,c(-94.813531, 37.236791),"2009","287-216",-94.813531,37.236791,NA,NA
"126","Cherokee",-232,"COLUMBUS",2010-03-09,371408094484301,21,0,c(-94.813531, 37.236791),"2010","287-216",-94.813531,37.236791,NA,NA
"127","Cherokee",-230.78,"COLUMBUS",2010-06-09,371408094484301,21,0,c(-94.813531, 37.236791),"2010","287-216",-94.813531,37.236791,NA,NA
"128","Cherokee",-233.02,"COLUMBUS",2010-09-07,371408094484301,21,0,c(-94.813531, 37.236791),"2010","287-216",-94.813531,37.236791,NA,NA
"129","Cherokee",-229.72,"COLUMBUS",2010-12-06,371408094484301,21,0,c(-94.813531, 37.236791),"2010","287-216",-94.813531,37.236791,NA,NA
"130","Cherokee",-228.7,"COLUMBUS",2011-03-07,371408094484301,21,0,c(-94.813531, 37.236791),"2011","287-216",-94.813531,37.236791,NA,NA
"131","Cherokee",-231.28,"COLUMBUS",2011-06-08,371408094484301,21,0,c(-94.813531, 37.236791),"2011","287-216",-94.813531,37.236791,NA,NA
"132","Cherokee",-231.2,"COLUMBUS",2011-09-06,371408094484301,21,0,c(-94.813531, 37.236791),"2011","287-216",-94.813531,37.236791,NA,NA
"133","Cherokee",-230.66,"COLUMBUS",2011-12-12,371408094484301,21,0,c(-94.813531, 37.236791),"2011","287-216",-94.813531,37.236791,NA,NA
"134","Cherokee",-228.14,"COLUMBUS",2012-03-13,371408094484301,21,0,c(-94.813531, 37.236791),"2012","287-216",-94.813531,37.236791,NA,NA
"135","Cherokee",-231.38,"COLUMBUS",2012-06-06,371408094484301,21,0,c(-94.813531, 37.236791),"2012","287-216",-94.813531,37.236791,NA,NA
"136","Cherokee",-230.45,"COLUMBUS",2012-09-05,371408094484301,21,0,c(-94.813531, 37.236791),"2012","287-216",-94.813531,37.236791,NA,NA
"137","Cherokee",-232.3,"COLUMBUS",2013-03-12,371408094484301,21,0,c(-94.813531, 37.236791),"2013","287-216",-94.813531,37.236791,NA,NA
"138","Cherokee",-228.6,"COLUMBUS",2013-06-11,371408094484301,21,0,c(-94.813531, 37.236791),"2013","287-216",-94.813531,37.236791,NA,NA
"139","Cherokee",-231.15,"COLUMBUS",2013-12-18,371408094484301,21,0,c(-94.813531, 37.236791),"2013","287-216",-94.813531,37.236791,NA,NA
"140","Cherokee",-237.2,"COLUMBUS",2014-03-13,371408094484301,21,0,c(-94.813531, 37.236791),"2014","287-216",-94.813531,37.236791,NA,NA
"141","Cherokee",-229.74,"COLUMBUS",2014-12-10,371408094484301,21,0,c(-94.813531, 37.236791),"2014","287-216",-94.813531,37.236791,NA,NA
"142","Cherokee",-230.74,"COLUMBUS",2015-03-09,371408094484301,21,0,c(-94.813531, 37.236791),"2015","287-216",-94.813531,37.236791,NA,NA
"143","Cherokee",-233.26,"COLUMBUS",2015-06-10,371408094484301,21,0,c(-94.813531, 37.236791),"2015","287-216",-94.813531,37.236791,NA,NA
"144","Cherokee",-231.6,"COLUMBUS",2015-10-20,371408094484301,21,0,c(-94.813531, 37.236791),"2015","287-216",-94.813531,37.236791,NA,NA
"145","Cherokee",-231.6,"COLUMBUS",2016-01-26,371408094484301,21,0,c(-94.813531, 37.236791),"2016","287-216",-94.813531,37.236791,NA,NA
"146","Cherokee",-228.4,"COLUMBUS",2016-05-04,371408094484301,21,0,c(-94.813531, 37.236791),"2016","287-216",-94.813531,37.236791,NA,NA
"147","Cherokee",-232.4,"COLUMBUS",2016-10-10,371408094484301,21,0,c(-94.813531, 37.236791),"2016","287-216",-94.813531,37.236791,NA,NA
"148","Cherokee",-227.1,"COLUMBUS",2017-01-30,371408094484301,21,0,c(-94.813531, 37.236791),"2017","287-216",-94.813531,37.236791,NA,NA
"149","Cherokee",-224.6,"COLUMBUS",2017-05-04,371408094484301,21,0,c(-94.813531, 37.236791),"2017","287-216",-94.813531,37.236791,NA,NA
"150","Cherokee",-226.5,"COLUMBUS",2017-10-10,371408094484301,21,0,c(-94.813531, 37.236791),"2017","287-216",-94.813531,37.236791,NA,NA
"151","Cherokee",-230.4,"COLUMBUS",2018-10-10,371408094484301,21,0,c(-94.813531, 37.236791),"2018","287-216",-94.813531,37.236791,NA,NA
"152","Cherokee",-227.9,"COLUMBUS",2019-01-24,371408094484301,21,0,c(-94.813531, 37.236791),"2019","287-216",-94.813531,37.236791,NA,NA
"153","Cherokee",-224.2,"COLUMBUS",2019-05-14,371408094484301,21,0,c(-94.813531, 37.236791),"2019","287-216",-94.813531,37.236791,NA,NA
"154","Cherokee",-226.2,"COLUMBUS",2019-10-08,371408094484301,21,0,c(-94.813531, 37.236791),"2019","287-216",-94.813531,37.236791,NA,NA
"155","Cherokee",-225.9,"COLUMBUS",2020-01-29,371408094484301,21,0,c(-94.813531, 37.236791),"2020","287-216",-94.813531,37.236791,NA,NA
"156","Cherokee",-224.65,"COLUMBUS",2020-05-27,371408094484301,21,0,c(-94.813531, 37.236791),"2020","287-216",-94.813531,37.236791,NA,NA
"157","Cherokee",-225.4,"COLUMBUS",2021-01-21,371408094484301,21,0,c(-94.813531, 37.236791),"2021","287-216",-94.813531,37.236791,NA,NA
"158","Cherokee",-226.2,"COLUMBUS",2021-12-10,371408094484301,21,0,c(-94.813531, 37.236791),"2021","287-216",-94.813531,37.236791,NA,NA
"159","Cherokee",-226.75,"COLUMBUS",2022-06-23,371408094484301,21,0,c(-94.813531, 37.236791),"2022","287-216",-94.813531,37.236791,NA,NA
"160","Cherokee",-12.5,"NEUTRAL",1942-08-01,370708094511201,21,0,c(-94.855581, 37.118563),"1942","71-0",-94.855581,37.118563,NA,NA
"161","Cherokee",-11.04,"NEUTRAL",1942-09-25,370708094511201,21,0,c(-94.855581, 37.118563),"1942","71-0",-94.855581,37.118563,NA,NA
"162","Cherokee",-10,"NEUTRAL",1942-10-25,370708094511201,21,0,c(-94.855581, 37.118563),"1942","71-0",-94.855581,37.118563,NA,NA
"163","Cherokee",-10.6,"NEUTRAL",1942-11-26,370708094511201,21,0,c(-94.855581, 37.118563),"1942","71-0",-94.855581,37.118563,NA,NA
"164","Cherokee",-8.7,"NEUTRAL",1942-12-26,370708094511201,21,0,c(-94.855581, 37.118563),"1942","71-0",-94.855581,37.118563,NA,NA
"165","Cherokee",-9.09,"NEUTRAL",1943-01-27,370708094511201,21,0,c(-94.855581, 37.118563),"1943","71-0",-94.855581,37.118563,NA,NA
"166","Cherokee",-10.7,"NEUTRAL",1943-02-25,370708094511201,21,0,c(-94.855581, 37.118563),"1943","71-0",-94.855581,37.118563,NA,NA
"167","Cherokee",-10.7,"NEUTRAL",1943-03-27,370708094511201,21,0,c(-94.855581, 37.118563),"1943","71-0",-94.855581,37.118563,NA,NA
"168","Cherokee",-10.19,"NEUTRAL",1943-04-08,370708094511201,21,0,c(-94.855581, 37.118563),"1943","71-0",-94.855581,37.118563,NA,NA
"169","Cherokee",-9.4,"NEUTRAL",1943-04-25,370708094511201,21,0,c(-94.855581, 37.118563),"1943","71-0",-94.855581,37.118563,NA,NA
"170","Cherokee",-8.1,"NEUTRAL",1943-05-06,370708094511201,21,0,c(-94.855581, 37.118563),"1943","71-0",-94.855581,37.118563,NA,NA
"171","Cherokee",-5.5,"NEUTRAL",1943-05-26,370708094511201,21,0,c(-94.855581, 37.118563),"1943","71-0",-94.855581,37.118563,NA,NA
"172","Cherokee",-6.5,"NEUTRAL",1943-06-05,370708094511201,21,0,c(-94.855581, 37.118563),"1943","71-0",-94.855581,37.118563,NA,NA
"173","Cherokee",-9.3,"NEUTRAL",1943-07-05,370708094511201,21,0,c(-94.855581, 37.118563),"1943","71-0",-94.855581,37.118563,NA,NA
"174","Cherokee",-11.3,"NEUTRAL",1943-07-25,370708094511201,21,0,c(-94.855581, 37.118563),"1943","71-0",-94.855581,37.118563,NA,NA
"175","Cherokee",-13.4,"NEUTRAL",1943-08-26,370708094511201,21,0,c(-94.855581, 37.118563),"1943","71-0",-94.855581,37.118563,NA,NA
"176","Cherokee",-9.3,"NEUTRAL",1943-09-25,370708094511201,21,0,c(-94.855581, 37.118563),"1943","71-0",-94.855581,37.118563,NA,NA
